epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       370, 59784.603,    0.005,        0.0010938,       7.6838e-06,        0.0011015,     0.000742,      0.00124,     0.000587,            0,     0.000882,      0.00049,      0.00114,            0,      0.00132,     0.000819,      0.00312,      8.2e-05,       0.00053544,       1.0531e-07,       0.00053554,     0.000365,     0.000866,     0.000343,            0,     0.000385,     0.000243,     0.000913,            0,     0.000821,     0.000578,     0.000346,     9.09e-06
       371, 59940.515,    0.005,        0.0010141,       4.0041e-06,        0.0010181,     0.000719,      0.00119,     0.000576,            0,     0.000848,     0.000474,      0.00112,            0,      0.00125,     0.000791,      0.00218,     5.75e-05,       0.00053301,       1.2567e-07,       0.00053314,     0.000363,     0.000864,     0.000341,            0,     0.000384,     0.000241,     0.000912,            0,     0.000818,     0.000577,     0.000423,     1.11e-05
       372, 60095.939,    0.005,        0.0011225,       4.7451e-06,        0.0011273,     0.000769,      0.00125,     0.000614,            0,     0.000909,     0.000508,      0.00117,            0,      0.00133,     0.000831,      0.00238,     6.27e-05,       0.00053567,       1.0139e-07,       0.00053577,     0.000367,     0.000866,     0.000346,            0,     0.000386,     0.000244,     0.000914,            0,     0.000821,     0.000578,     0.000335,     8.81e-06
       373, 60250.516,    0.005,        0.0010406,       5.5036e-06,        0.0010461,     0.000721,      0.00121,     0.000575,            0,     0.000852,     0.000476,      0.00113,            0,      0.00127,     0.000801,      0.00247,     6.51e-05,       0.00053441,       1.1084e-07,       0.00053452,     0.000367,     0.000865,     0.000346,            0,     0.000386,     0.000244,     0.000913,            0,      0.00082,     0.000578,     0.000394,     1.04e-05
       374, 60403.972,    0.005,       0.00097568,       3.9439e-06,       0.00097962,      0.00069,      0.00117,      0.00056,            0,     0.000808,     0.000456,      0.00111,            0,      0.00121,     0.000776,      0.00225,     5.93e-05,       0.00053379,       1.1269e-07,       0.00053391,     0.000366,     0.000865,     0.000345,            0,     0.000384,     0.000243,     0.000912,            0,      0.00082,     0.000577,     0.000402,     1.06e-05
       375, 60561.086,    0.005,        0.0009711,       5.2469e-06,       0.00097635,     0.000706,      0.00117,     0.000585,            0,     0.000815,     0.000467,      0.00112,            0,      0.00121,     0.000775,       0.0025,     6.58e-05,       0.00053229,       1.4804e-07,       0.00053243,     0.000366,     0.000863,     0.000346,            0,     0.000385,     0.000244,     0.000911,            0,     0.000819,     0.000576,     0.000489,     1.29e-05
       376, 60713.560,    0.005,        0.0011145,       5.1385e-06,        0.0011197,      0.00076,      0.00125,     0.000585,            0,     0.000918,     0.000501,      0.00113,            0,      0.00135,     0.000826,      0.00266,        7e-05,       0.00053265,       1.1913e-07,       0.00053277,     0.000365,     0.000864,     0.000344,            0,     0.000384,     0.000243,     0.000911,            0,     0.000819,     0.000577,     0.000423,     1.11e-05
       377, 60865.600,    0.005,        0.0009546,       4.5814e-06,       0.00095918,     0.000689,      0.00116,     0.000585,            0,     0.000783,     0.000456,      0.00113,            0,      0.00118,      0.00077,       0.0023,     6.04e-05,       0.00053174,       1.2723e-07,       0.00053186,     0.000363,     0.000863,     0.000345,            0,     0.000379,     0.000242,     0.000912,            0,     0.000817,     0.000576,     0.000406,     1.07e-05
       378, 61017.453,    0.005,       0.00097729,       4.2973e-06,       0.00098158,      0.00067,      0.00117,     0.000551,            0,     0.000778,     0.000443,      0.00114,            0,      0.00119,     0.000778,      0.00246,     6.47e-05,       0.00052887,       9.2245e-08,       0.00052897,     0.000355,     0.000861,     0.000337,            0,     0.000371,     0.000236,      0.00091,            0,     0.000814,     0.000575,     0.000321,     8.46e-06
       379, 61169.613,    0.005,        0.0011147,        5.304e-06,          0.00112,     0.000763,      0.00125,     0.000596,            0,     0.000912,     0.000503,      0.00113,            0,      0.00134,     0.000826,      0.00251,     6.62e-05,       0.00053037,       1.2063e-07,       0.00053049,     0.000361,     0.000862,      0.00034,            0,     0.000379,      0.00024,     0.000908,            0,     0.000819,     0.000575,     0.000394,     1.04e-05
       380, 61321.156,    0.005,       0.00099875,       4.2054e-06,         0.001003,     0.000698,      0.00118,     0.000565,            0,     0.000817,     0.000461,      0.00111,            0,      0.00124,     0.000784,      0.00232,     6.11e-05,       0.00052941,       1.2848e-07,       0.00052954,     0.000359,     0.000861,     0.000341,            0,     0.000376,     0.000239,      0.00091,            0,     0.000815,     0.000575,      0.00033,      8.7e-06
       381, 61472.723,    0.005,        0.0011536,       5.2485e-06,        0.0011588,     0.000786,      0.00127,     0.000606,            0,     0.000948,     0.000518,      0.00114,            0,      0.00138,      0.00084,       0.0026,     6.83e-05,       0.00053012,       1.2669e-07,       0.00053024,     0.000366,     0.000862,     0.000345,            0,     0.000384,     0.000243,     0.000909,            0,     0.000817,     0.000575,     0.000438,     1.15e-05
       382, 61624.724,    0.005,       0.00094346,       4.8832e-06,       0.00094834,     0.000666,      0.00115,     0.000553,            0,     0.000767,      0.00044,      0.00111,            0,      0.00118,     0.000765,      0.00248,     6.53e-05,       0.00052517,       1.0659e-07,       0.00052527,     0.000359,     0.000858,     0.000342,            0,     0.000374,     0.000238,     0.000907,            0,     0.000811,     0.000573,     0.000344,     9.04e-06
       383, 61777.328,    0.005,        0.0012693,       7.8779e-06,        0.0012772,     0.000828,      0.00133,     0.000656,            0,     0.000983,     0.000546,      0.00119,            0,      0.00145,      0.00088,      0.00311,     8.19e-05,         0.000535,       1.0223e-07,        0.0005351,     0.000366,     0.000866,     0.000346,            0,     0.000384,     0.000243,     0.000913,            0,      0.00082,     0.000578,     0.000354,      9.3e-06
       384, 61928.546,    0.005,       0.00090152,       4.4194e-06,       0.00090594,     0.000642,      0.00112,     0.000536,            0,     0.000737,     0.000424,      0.00111,            0,      0.00114,     0.000748,      0.00234,     6.16e-05,       0.00052825,       1.0142e-07,       0.00052835,     0.000355,      0.00086,     0.000336,            0,     0.000372,     0.000236,      0.00091,            0,     0.000813,     0.000574,     0.000298,     7.83e-06
       385, 62080.724,    0.005,       0.00096835,       3.4056e-06,       0.00097176,       0.0007,      0.00116,     0.000573,            0,     0.000814,     0.000462,      0.00112,            0,      0.00121,     0.000774,      0.00219,     5.76e-05,       0.00052604,       1.2599e-07,       0.00052617,      0.00036,     0.000858,     0.000342,            0,     0.000375,     0.000239,     0.000908,            0,     0.000811,     0.000573,     0.000327,     8.61e-06
       386, 62233.261,    0.005,       0.00091636,       6.9355e-06,       0.00092329,     0.000677,      0.00113,     0.000558,            0,     0.000784,     0.000447,      0.00108,            0,      0.00117,     0.000753,      0.00292,     7.68e-05,       0.00052318,        1.126e-07,       0.00052329,     0.000363,     0.000856,     0.000346,            0,     0.000379,     0.000242,     0.000905,            0,      0.00081,     0.000571,     0.000378,     9.94e-06
       387, 62385.606,    0.005,        0.0010872,       5.6805e-06,        0.0010929,     0.000755,      0.00123,     0.000613,            0,     0.000882,     0.000498,      0.00118,            0,      0.00128,     0.000819,       0.0027,     7.12e-05,       0.00052454,       1.1052e-07,       0.00052465,     0.000365,     0.000857,     0.000345,            0,     0.000383,     0.000243,     0.000905,            0,     0.000812,     0.000572,      0.00036,     9.48e-06
       388, 62538.670,    0.005,        0.0011001,       4.4687e-06,        0.0011046,     0.000753,      0.00124,     0.000571,            0,     0.000917,     0.000496,       0.0011,            0,      0.00136,     0.000818,      0.00235,      6.2e-05,       0.00052734,       1.0622e-07,       0.00052745,     0.000364,     0.000859,     0.000342,            0,     0.000384,     0.000242,     0.000905,            0,     0.000816,     0.000574,     0.000362,     9.53e-06
       389, 62689.901,    0.005,        0.0010244,       4.3164e-06,        0.0010287,     0.000735,       0.0012,     0.000598,            0,     0.000857,     0.000485,      0.00113,            0,      0.00125,     0.000794,      0.00226,     5.95e-05,       0.00053013,       1.4828e-07,       0.00053027,      0.00036,     0.000862,     0.000339,            0,      0.00038,      0.00024,     0.000907,            0,     0.000818,     0.000575,     0.000365,     9.61e-06
       390, 62841.695,    0.005,         0.001122,       6.1614e-06,        0.0011281,      0.00078,      0.00125,     0.000629,            0,     0.000917,     0.000515,      0.00117,            0,      0.00133,     0.000831,      0.00281,      7.4e-05,       0.00052802,       1.1088e-07,       0.00052813,     0.000366,      0.00086,     0.000346,            0,     0.000385,     0.000244,     0.000906,            0,     0.000816,     0.000574,     0.000317,     8.34e-06
       391, 62993.752,    0.005,       0.00087842,       6.0089e-06,       0.00088443,     0.000645,      0.00111,     0.000548,            0,     0.000732,     0.000426,      0.00108,            0,      0.00113,     0.000736,      0.00279,     7.34e-05,       0.00052231,       1.1131e-07,       0.00052242,      0.00036,     0.000855,     0.000343,            0,     0.000374,     0.000239,     0.000904,            0,     0.000809,     0.000571,     0.000367,     9.65e-06
       392, 63145.577,    0.005,        0.0011984,       6.7484e-06,        0.0012052,     0.000808,       0.0013,     0.000617,            0,     0.000979,     0.000532,      0.00115,            0,      0.00141,     0.000855,      0.00301,     7.93e-05,       0.00052684,       1.0008e-07,       0.00052694,     0.000362,     0.000859,     0.000342,            0,      0.00038,     0.000241,     0.000906,            0,     0.000814,     0.000573,     0.000361,      9.5e-06
       393, 63299.284,    0.005,         0.001007,       5.1906e-06,        0.0010122,     0.000696,      0.00119,     0.000554,            0,     0.000824,     0.000459,      0.00111,            0,      0.00125,     0.000787,      0.00248,     6.54e-05,       0.00052318,       1.1376e-07,        0.0005233,     0.000355,     0.000856,     0.000336,            0,     0.000372,     0.000236,     0.000904,            0,     0.000811,     0.000571,     0.000314,     8.26e-06
       394, 63452.822,    0.005,        0.0011039,       4.6083e-06,        0.0011086,     0.000785,      0.00124,      0.00062,            0,     0.000934,     0.000518,      0.00114,            0,      0.00133,     0.000823,      0.00259,     6.82e-05,       0.00052898,       9.3163e-08,       0.00052908,     0.000359,     0.000861,     0.000337,            0,     0.000379,     0.000239,     0.000906,            0,     0.000818,     0.000575,     0.000341,     8.96e-06
